🕘️更新时间,#genre#
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxw.m3u8?auth=testpub
广东民生,http://38.75.136.137:98/gslb/dsdqpub/gdgg.m3u8?auth=testpub
广东民生,http://38.75.136.137:98/gslb/dsdqpub/gdgga.m3u8?auth=testpub
广东民生,http://198.204.228.26/live/gdgg.m3u8
广东民生,http://107.150.60.122/live/gdgg.m3u8
广东民生,http://192.151.150.154/live/gdgg.m3u8
大湾区卫视,http://192.151.150.154/live/nfws.m3u8
大湾区卫视,http://107.150.60.122/live/nfws.m3u8
大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/nfws.m3u8?auth=testpub
大湾区卫视,http://198.204.228.26/live/nfws.m3u8
大湾区卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nfws
广州综合,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=439b0fd2cf766b363c93a59cbcbe1370&txTime=18d00acf488
广州综合,https://tencentplaybusiness.gztv.com/live/zonghes.m3u8
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=f0147ae6453a80f5989f382368b72aad&txTime=18d00acf487
广州综合,https://tencentplaygsm.gztv.com/live/zonghes.m3u8?txTime=65797c44&amp%3BtxSecret=7e4590b2320037d7ce49ce9eac2dd6c0

🍿影院与专场,#genre#
CHC家庭影院,http://198.204.228.26/live/chcjt.m3u8
CHC家庭影院,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=chcjt
CHC家庭影院,http://107.150.60.122/live/chcjt.m3u8
CHC家庭影院,http://192.151.150.154/live/chcjt.m3u8
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
CHC动作电影,http://192.151.150.154/live/chcdz.m3u8
CHC动作电影,http://107.150.60.122/live/chcdz.m3u8
CHC动作电影,http://198.204.228.26/live/chcdz.m3u8
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC动作电影,http://120.198.86.186:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0
CHC影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub
黑莓电影,https://live.264788.xyz/channel/heimeidianying?streamid=0f69ac869129727458832b942c7e0b26&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
黑莓电影,https://live.264788.xyz/channel/heimeidianying?streamid=1b32cef95de9f8ad569ac3a133ae72f8&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk

🎬影视轮播(NewTV),#genre#

📽️综艺与生活,#genre#

⚽顶级体育赛事,#genre#

👶🏻少儿与动漫,#genre#
金鹰卡通,https://phoneal.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/JYKTMPP360.m3u8
金鹰卡通,http://218.206.193.218:8888/hls/37/index.m3u8
金鹰卡通,http://120.198.86.186:9901/tsfile/live/1055_1.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://204.12.221.218:8181/3m1080p/ymkt.m3u8
优漫卡通,http://192.151.150.154/live/ymkt.m3u8
优漫卡通,http://107.150.60.122/live/ymkt.m3u8
优漫卡通,http://198.204.228.26/live/ymkt.m3u8
优漫卡通,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ymkt
卡酷少儿,http://192.151.150.154/live/btvkk.m3u8
卡酷少儿,http://111.59.139.82:11888/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷少儿,http://www.rogerxlj.top:9998/rtp/233.18.204.152:5140
卡酷少儿,http://demo.medrun.cn:4022/rtp/233.18.204.152:5140
卡酷少儿,http://223.86.170.98:4500/rtp/239.11.0.129:5140
哈哈炫动,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=xdkthd
哈哈炫动,http://www.rogerxlj.top:9998/rtp/233.18.204.54:5140
哈哈炫动,http://www.rogerxlj.top:9998/rtp/233.18.204.7:5140
动漫秀场,http://www.rogerxlj.top:9998/rtp/233.18.204.46:5140

🐼纪录与地理,#genre#
金鹰纪实,https://phoneal.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/JYJSMPP360.m3u8

🌐国际新闻,#genre#
CGTN,https://english-livebkali.cgtn.com/live/encgtn_0.m3u8
CGTN,https://english-livebkali.cgtn.com/live/encgtn_1.m3u8
CGTN纪录,https://english-livebkali.cgtn.com/live/doccgtn_0.m3u8
CGTN法语,http://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd.m3u8

🎼音乐与戏曲,#genre#
梨园频道,https://dxtx.hntv.tv/live/lypd.m3u8?txSecret=10c771842a0be59e8b575d765173ec96&txTime=7B923E0A&wsSecret=41543190cdf375f1c73207222bb96542&wsTime=1769313549

🎮游戏电竞,#genre#

⛳生活与付费,#genre#
四海钓鱼,http://45.192.97.170:8880/play/22.m3u8

🈳无结果频道,#genre#
CCTV证券资讯,url
CCTV-16 4K,url
北京冬奥纪实4K,url
广东综艺4K,url
求索纪录4K,url
百视通4K电影,url
无线新闻台,url
星空卫视,url
非凡新闻,url
CNC新华社中文,url
凤凰资讯,url
无线新闻台,url
东方财经,url
广州影视,url
广州竞赛,url
江门综合,url
江门侨乡生活,url
佛山综合,url
汕头综合,url
汕头经济,url
汕头文旅,url
茂名综合,url
茂名公共,url
邵氏电影,url
第一剧场,url
周星驰喜剧,url
成龙动作专场,url
林正英经典,url
漫威宇宙轮播,url
哈利波特轮播,url
经典武侠轮播,url
甄嬛传全天轮播,url
武林外传轮播,url
德云社相声,url
憨豆先生专场,url
NewTV超级电影,url
NewTV精品大剧,url
NewTV海外剧场,url
NewTV欢笑剧场,url
NewTV抗战剧场,url
NewTV古装剧场,url
NewTV神话剧场,url
NewTV金牌综艺,url
NewTV超级综艺,url
欢笑剧场,url
广东综艺,url
广东体育,url
五星体育,url
劲爆体育,url
咪咕体育综合,url
咪咕足球直播,url
咪咕篮球直播,url
咪咕赛事直播1,url
咪咕赛事直播2,url
嘉佳卡通,url
北京卡酷少儿,url
发现之旅,url
老故事,url
世界地理,url
求索纪录,url
CGTN英语,url
CGTN俄语,url
CGTN阿语,url
CGTN西语,url
CNC新华社中文,url
MTV中文台,url
Channel [V],url
星空音乐,url
音乐之声(可视),url
游戏风云,url
爱电竞,url
NewTV哒啵电竞,url
高尔夫网球,url
兵器科技,url
环球奇观,url
极速汽车,url
茶频道,url
先锋乒羽,url
早期教育,url
